125	382	293	67	7.11999988555908	329	60.8300018310547	49.189998626709	59.0800018310547	141	388	305	26	8.56999969482422	329	53	49.189998626709	51.3499984741211	136	415	364	64	14.9899997711182	380	49.0900001525879	46.5699996948242	41.0400009155273	55.8899993896484	49.9700012207031	45.2400016784668	19121	7903337	40.0999984741211	1	2	52	58	70	1	2	2	4	1.6699999570847	1.6699999570847	1.6699999570847	1.6699999570847	64329	64329	.	0	0	0	60.8300018310547	1	6	4	2	6	4	0	0	0	1	1	1	1	1	1
132	377	364	81	13.0799999237061	342	60.8300018310547	54.4500007629395	61.6500015258789	134	411	364	79	17.7299995422363	420	53	59.7099990844727	61.6500015258789	153	440	420	81	22.1399993896484	442	56.9099998474121	62.3400001525879	56.5	59.439998626709	59.439998626709	60.6199989318848	71615	8613455	90.3600006103516	0	2	52	57	69	1	1	1	4	1.6699999570847	2	2.3299999237061	2	24640	24640	.	0	4	0	60.8300018310547	0	1	0	0	2	0	0	1	0	0	1	0	0	0	1
121	407	340	79	14.0100002288818	371	53	51.8199996948242	51.3499984741211	130	411	354	76	14.9200000762939	412	60.8300018310547	62.3400001525879	61.6500015258789	141	432	384	51	17.8899993896484	432	.	.	.	52.3400001525879	62.9900016784668	.	50922	4110000	127.790000915527	1	3	54	61	72	2	1	1	4	1	1.3300000429153	1.6699999570847	1.3300000429153	33505	33505	.	0	1	3	53	0	0	0	.	.	.	0	1	1	0	0	0	.	.	.
.	.	.	.	.	.	60.8300018310547	62.3400001525879	61.6500015258789	122	419	349	81	15.8999996185303	412	60.8300018310547	62.3400001525879	61.6500015258789	143	453	404	75	23.8500003814697	442	60.8300018310547	62.3400001525879	61.6500015258789	62.9900016784668	62.9900016784668	62.9900016784668	77703	7153116	66.379997253418	0	2	.	59	71	1	1	1	5	1.6699999570847	2.1099998950958	2.3299999237061	2.3299999237061	87003	87003	.	0	0	0	60.8300018310547	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
104	398	305	61	6.73999977111816	371	21.6900005340576	22.9099998474121	25.5900001525879	126	398	369	72	11.9300003051758	397	.	.	.	137	436	408	53	19.8500003814697	420	17.7800006866455	20.2800006866455	20.4400005340576	20.3799991607666	.	16.8299999237061	50922	7551006	125.620002746582	1	1	55	61	73	2	2	2	4	2.3299999237061	2.4400000572205	3	2	29124	29124	.	0	3	9	21.6900005340576	.	.	.	6	10	8	0	1	1	.	.	.	1	1	1
122	407	293	81	11.5	389	60.8300018310547	62.3400001525879	61.6500015258789	119	407	326	63	11.1800003051758	362	56.9099998474121	62.3400001525879	61.6500015258789	139	419	369	81	16.4799995422363	405	53	57.0800018310547	51.3499984741211	62.9900016784668	61.810001373291	53.5200004577637	50922	7010002	313.739990234375	1	1	56	62	72	3	2	2	5	2.6700000762939	3.3299999237061	3.6700000762939	3.6700000762939	57749	57749	.	0	0	0	60.8300018310547	0	0	0	2	3	0	0	0	0	0	0	0	1	0	1
134	403	293	70	10.8800001144409	353	37.3400001525879	51.8199996948242	38.4700012207031	141	411	305	33	14.8800001144409	342	37.3400001525879	54.4500007629395	38.4700012207031	146	436	388	48	21.1399993896484	447	.	.	.	42.8699989318848	44.0499992370605	.	48417	7030459	200.850006103516	0	1	60	66	78	1	2	2	4	1.3300000429153	1.6699999570847	1.6699999570847	2	68710	68710	.	5	0	7	37.3400001525879	6	2	9	.	.	.	1	0	1	1	1	1	.	.	.
116	398	305	76	9.14999961853027	362	56.9099998474121	46.5699996948242	53.9199981689453	132	407	364	78	14.8900003433228	412	60.8300018310547	57.0800018310547	61.6500015258789	126	419	388	44	17.0799999237061	447	53	41.310001373291	53.9199981689453	51.1599998474121	60.6199989318848	48.7900009155273	48417	7030459	425.859985351562	0	1	60	66	78	1	2	2	5	1	1.6699999570847	2	2	815	815	.	0	5	2	56.9099998474121	0	1	0	1	1	3	0	1	1	0	1	0	1	1	1
110	388	305	53	8.03999996185303	329	60.8300018310547	59.7099990844727	53.9199981689453	130	393	276	66	10.1199998855591	353	60.8300018310547	62.3400001525879	61.6500015258789	.	.	.	.	.	.	49.0900001525879	43.939998626709	38.4700012207031	58.2599983215332	62.9900016784668	42.8699989318848	13033	7120088	102.26000213623	0	4	50	56	.	1	2	2	4	1.6699999570847	2.2200000286102	2.6700000762939	2.3299999237061	85715	85715	.	0	0	3	60.8300018310547	0	0	0	3	7	3	0	0	1	0	0	0	1	1	1
118	382	293	30	7.78999996185303	308	56.9099998474121	43.939998626709	53.9199981689453	110	407	345	18	10.6700000762939	353	37.3400001525879	41.310001373291	43.6199989318848	60	388	364	23	10.7799997329712	371	29.5200004577637	51.8199996948242	38.4700012207031	49.9700012207031	40.5	41.689998626709	71615	7834024	119.470001220703	1	1	49	55	67	1	1	1	4	2.6700000762939	2.4400000572205	2.6700000762939	2	95312	95312	.	2	0	1	56.9099998474121	7	4	3	8	5	1	1	0	1	1	1	1	1	1	1
106	419	326	81	13.960000038147	380	60.8300018310547	59.7099990844727	61.6500015258789	132	403	364	62	12.75	405	56.9099998474121	59.7099990844727	61.6500015258789	.	.	.	.	.	.	45.1699981689453	62.3400001525879	53.9199981689453	61.810001373291	60.6199989318848	54.7099990844727	89122	7903043	123.540000915527	0	1	50	56	.	2	1	1	4	2.6700000762939	3.1099998950958	3.6700000762939	3	68132	68132	.	0	1	0	60.8300018310547	1	1	0	1	3	0	0	1	0	1	1	0	1	0	1
112	372	293	78	13.8800001144409	353	56.9099998474121	51.8199996948242	48.7700004577637	136	419	354	81	17.8099994659424	405	41.2599983215332	51.8199996948242	48.7700004577637	144	440	392	78	17.7900009155273	426	.	.	.	52.3400001525879	48.7900009155273	.	77703	7902017	55.6699981689453	0	1	57	63	75	1	2	2	4	1	1.3300000429153	2	1	22534	22534	.	0	0	4	56.9099998474121	1	3	3	.	.	.	0	0	1	1	1	1	.	.	.
107	388	305	77	8.59000015258789	362	56.9099998474121	51.8199996948242	48.7700004577637	98	388	314	29	10.5799999237061	380	41.2599983215332	25.5300006866455	38.4700012207031	135	436	374	35	19.1900005340576	405	49.0900001525879	20.2800006866455	35.8899993896484	52.3400001525879	31.0300006866455	31.0300006866455	91806	6002118	64.8300018310547	1	1	51	57	69	3	2	2	4	1.3300000429153	1.1100000143051	1	1	90429	90429	.	1	1	3	56.9099998474121	2	4	7	2	5	3	1	1	1	1	1	1	1	1	1
88	.	293	32	3.85999989509583	342	60.8300018310547	51.8199996948242	56.5	107	388	276	65	9.10999965667725	380	49.0900001525879	62.3400001525879	59.0800018310547	124	398	345	79	12.4899997711182	420	.	.	.	55.8899993896484	58.2599983215332	.	89122	7619067	149.669998168945	0	1	51	57	69	3	1	1	4	1.6699999570847	1.7799999713898	2	1.6699999570847	46129	46129	.	0	0	0	60.8300018310547	0	0	1	.	.	.	0	0	0	0	0	1	.	.	.
87	332	293	53	5.48999977111816	362	49.0900001525879	54.4500007629395	51.3499984741211	93	377	293	32	7.05000019073486	353	60.8300018310547	59.7099990844727	61.6500015258789	121	415	359	30	16.9400005340576	412	.	.	.	53.5200004577637	61.810001373291	.	89122	7619067	149.669998168945	0	1	51	57	69	3	1	1	4	1	1.3300000429153	1.6699999570847	1.3300000429153	75121	75121	.	3	0	2	49.0900001525879	0	0	0	.	.	.	1	0	1	0	0	0	.	.	.
84	366	293	54	7.17000007629395	353	53	57.0800018310547	59.0800018310547	98	382	331	32	11.0699996948242	362	60.8300018310547	54.4500007629395	56.5	122	436	364	79	17.5699996948242	405	56.9099998474121	62.3400001525879	53.9199981689453	57.0699996948242	57.0699996948242	58.2599983215332	89122	8363664	68.2600021362305	0	1	49	55	67	2	1	1	4	1.6699999570847	1.7799999713898	2	1.6699999570847	4334	4334	.	0	0	0	53	1	0	0	3	1	0	0	0	0	1	0	0	1	0	1
107	415	320	54	14.8100004196167	371	56.9099998474121	54.4500007629395	51.3499984741211	134	436	331	78	18.0100002288818	397	56.9099998474121	57.0800018310547	61.6500015258789	146	444	396	74	22.7800006866455	456	.	.	.	53.5200004577637	59.439998626709	.	48417	8442855	81.9800033569336	0	1	51	57	69	3	1	1	4	3	2.7799999713898	3	2.3299999237061	20134	20134	.	0	3	2	56.9099998474121	1	0	0	.	.	.	0	1	1	1	0	0	.	.	.
134	377	354	81	16.7000007629395	362	60.8300018310547	59.7099990844727	61.6500015258789	140	427	364	74	19.2099990844727	412	60.8300018310547	62.3400001525879	61.6500015258789	157	440	427	81	23.2399997711182	420	53	43.939998626709	41.0400009155273	61.810001373291	62.9900016784668	44.0499992370605	77703	7952025	111.610000610352	0	3	55	61	73	1	1	1	4	1.6699999570847	1.8899999856949	2	2	82404	82404	.	0	5	0	60.8300018310547	0	3	0	0	6	1	0	1	0	0	1	0	0	1	1
82	393	293	81	3.3199999332428	342	56.9099998474121	54.4500007629395	61.6500015258789	85	350	293	55	6.98000001907349	342	56.9099998474121	56.560001373291	59.0800018310547	.	.	.	.	.	.	56.9099998474121	54.4500007629395	51.3499984741211	58.2599983215332	58.060001373291	54.7099990844727	50922	8346094	253.330001831055	0	1	53	59	.	3	2	2	5	1.6699999570847	1.8899999856949	2	2	81733	81733	.	0	0	0	56.9099998474121	0	0	1	0	4	2	0	0	0	0	0	1	0	1	1
87	388	276	28	6	329	49.0900001525879	62.3400001525879	53.9199981689453	128	388	349	64	13.460000038147	308	56.9099998474121	57.0800018310547	59.0800018310547	147	419	369	79	16.1000003814697	437	41.2599983215332	57.0800018310547	41.0400009155273	58.2599983215332	59.439998626709	47.5999984741211	48417	7827051	266.850006103516	0	1	56	61	73	1	2	2	4	2.6700000762939	2.7799999713898	3.3299999237061	2.3299999237061	95028	95028	.	2	0	2	49.0900001525879	1	0	1	2	6	2	1	0	1	1	0	1	1	1	1
108	393	305	62	10.5600004196167	287	60.8300018310547	54.4500007629395	61.6500015258789	120	407	314	54	13.5500001907349	371	56.9099998474121	59.7099990844727	61.6500015258789	139	453	388	79	24.1200008392334	420	56.9099998474121	62.3400001525879	61.6500015258789	59.439998626709	60.6199989318848	61.810001373291	89825	7521797	144.889999389648	1	1	51	58	70	1	2	2	4	1	1.6699999570847	2	2	45502	45502	.	0	0	0	60.8300018310547	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
112	332	314	59	8.78999996185303	353	41.2599983215332	46.5699996948242	38.4700012207031	117	403	336	77	9.98999977111816	371	53	57.0800018310547	53.9199981689453	144	432	379	80	19.7299995422363	426	.	.	.	41.689998626709	55.8899993896484	.	50922	7304091	93.5599975585938	1	.	48	54	66	1	1	1	5	2	1.5599999427795	1.6699999570847	1	64444	64444	.	3	1	5	41.2599983215332	2	0	2	.	.	.	1	1	1	1	0	1	.	.	.
97	398	276	63	9.72000026702881	329	56.9099998474121	57.0800018310547	61.6500015258789	133	427	345	81	15.4300003051758	397	56.9099998474121	51.8199996948242	56.5	139	449	374	77	20.4899997711182	432	53	44.9900016784668	59.0800018310547	59.439998626709	54.7099990844727	51.9000015258789	50922	7010002	512.909973144531	0	3	52	58	68	3	2	2	5	1.3300000429153	1.5599999427795	2	1.3300000429153	30843	30843	.	0	0	0	56.9099998474121	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1
122	350	331	81	11.75	287	53	62.3400001525879	53.9199981689453	125	403	345	74	10.6300001144409	397	49.0900001525879	59.7099990844727	51.3499984741211	125	419	359	27	17.6599998474121	405	.	.	.	58.2599983215332	55.8899993896484	.	48701	7757022	110.5	0	3	60	66	77	3	1	1	4	2.6700000762939	2	1.6699999570847	1.6699999570847	25605	25605	.	2	0	2	53	3	0	2	.	.	.	1	0	1	1	0	1	.	.	.
70	.	276	11	3.00999999046326	329	33.4300003051758	17.6499996185303	17.8600006103516	92	377	293	30	6.94000005722046	353	45.1699981689453	25.5300006866455	35.8899993896484	108	382	359	22	10.6599998474121	380	.	.	.	19.2000007629395	32.2200012207031	.	48701	7441033	147.080001831055	1	1	52	58	63	2	1	1	4	1	1.6699999570847	2	2	40903	40903	.	4	7	12	33.4300003051758	5	8	7	.	.	.	1	1	1	1	1	1	.	.	.
83	332	305	27	4.5	308	29.5200004577637	38.6800003051758	33.3199996948242	112	388	326	61	9.02000045776367	308	45.1699981689453	46.5699996948242	41.0400009155273	117	403	374	64	14.5200004577637	412	56.9099998474121	41.310001373291	35.8899993896484	32.2200012207031	42.8699989318848	41.689998626709	19121	7903337	40.0999984741211	1	1	51	57	69	2	1	1	4	2.3299999237061	2.1099998950958	2	2	35327	35327	.	4	4	9	29.5200004577637	2	0	5	1	6	2	1	1	1	1	0	1	1	1	1
93	398	314	62	9.76000022888184	371	37.3400001525879	38.6800003051758	48.7700004577637	105	411	354	73	13.1800003051758	389	60.8300018310547	62.3400001525879	61.6500015258789	.	.	.	.	.	.	.	.	.	41.689998626709	62.9900016784668	.	89122	7253045	88.3199996948242	1	2	58	65	.	2	1	1	4	2.3299999237061	2.2200000286102	2	2.3299999237061	3308	3308	.	3	0	2	37.3400001525879	1	0	0	.	.	.	1	0	1	1	0	0	.	.	.
111	377	331	81	8.97999954223633	342	56.9099998474121	51.8199996948242	48.7700004577637	111	388	345	39	10.710000038147	412	45.1699981689453	46.5699996948242	33.3199996948242	127	419	388	81	15.9200000762939	426	60.8300018310547	51.8199996948242	59.0800018310547	52.3400001525879	40.5	57.0699996948242	48701	8136019	81.870002746582	1	2	47	52	64	2	1	1	4	1.6699999570847	2.1099998950958	2.6700000762939	2	14225	14225	.	0	0	3	56.9099998474121	2	1	6	0	0	0	0	0	1	1	1	1	0	0	0
101	403	305	81	10.1300001144409	371	60.8300018310547	62.3400001525879	61.6500015258789	132	411	305	76	14.2299995422363	371	60.8300018310547	62.3400001525879	61.6500015258789	.	.	.	.	.	.	60.8300018310547	62.3400001525879	61.6500015258789	62.9900016784668	62.9900016784668	62.9900016784668	48417	7030459	259.529998779297	0	3	58	64	.	1	2	2	4	1.6699999570847	1.8899999856949	2	2	24819	24819	.	0	0	0	60.8300018310547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	377	320	68	7.57999992370605	329	41.2599983215332	51.8199996948242	43.6199989318848	107	398	340	62	13.0200004577637	362	49.0900001525879	51.8199996948242	41.0400009155273	130	411	396	80	15.3100004196167	432	25.6000003814697	49.189998626709	25.5900001525879	46.4199981689453	47.5999984741211	32.2200012207031	71615	7130081	139.490005493164	0	2	49	55	67	1	2	2	4	1.3300000429153	1.5599999427795	2	1.3300000429153	27018	27018	.	2	1	6	41.2599983215332	0	1	6	8	11	4	1	1	1	0	1	1	1	1	1
124	403	293	69	11.8299999237061	371	56.9099998474121	59.7099990844727	61.6500015258789	141	419	326	70	15.789999961853	397	60.8300018310547	59.7099990844727	61.6500015258789	161	462	369	74	26.1399993896484	426	56.9099998474121	62.3400001525879	48.7700004577637	60.6199989318848	61.810001373291	57.0699996948242	71615	7531451	103.559997558594	1	4	55	61	73	1	2	2	4	2	2	2	2	44013	44013	.	0	1	0	56.9099998474121	0	1	0	2	4	0	0	1	0	0	1	0	1	0	1
112	377	293	81	10.1599998474121	342	56.9099998474121	46.5699996948242	59.0800018310547	115	407	336	69	15.3999996185303	420	60.8300018310547	57.0800018310547	61.6500015258789	128	419	374	76	17.7999992370605	426	60.8300018310547	57.0800018310547	61.6500015258789	53.5200004577637	60.6199989318848	60.6199989318848	50922	7010002	262.670013427734	0	1	53	59	69	3	2	2	5	1.3300000429153	1.2200000286102	1.3300000429153	1	69746	69746	.	0	2	0	56.9099998474121	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0
119	388	293	81	8.22999954223633	353	49.0900001525879	54.4500007629395	46.2000007629395	110	403	305	81	10.460000038147	380	56.9099998474121	59.7099990844727	56.5	130	440	420	81	20.2199993133545	447	.	.	.	49.9700012207031	58.2599983215332	.	86220	7625046	210.369995117188	0	2	51	57	69	3	1	1	4	2.3299999237061	2.2200000286102	2	2.3299999237061	92241	92241	.	1	1	6	49.0900001525879	5	0	3	.	.	.	1	1	1	1	0	1	.	.	.
90	382	320	18	7.51999998092651	308	49.0900001525879	54.4500007629395	53.9199981689453	124	377	276	21	8	287	45.1699981689453	36.0499992370605	38.4700012207031	126	393	331	23	11.8199996948242	329	33.4300003051758	25.5300006866455	33.3199996948242	52.3400001525879	38.1399993896484	27.4799995422363	48417	7030459	363.839996337891	1	1	58	64	76	1	1	1	5	2	2	2	2	12812	12812	.	1	2	4	49.0900001525879	2	10	8	5	5	4	1	1	1	1	1	1	1	1	1
101	423	326	76	15.6099996566772	380	53	57.0800018310547	61.6500015258789	115	415	364	81	14.4499998092651	412	45.1699981689453	59.7099990844727	53.9199981689453	131	444	427	60	22.7000007629395	464	.	.	.	58.2599983215332	55.8899993896484	.	86220	7360343	302.410003662109	0	2	55	61	73	2	1	1	4	2	2	2	2	90838	90838	.	0	0	0	53	0	0	1	.	.	.	0	0	0	0	0	1	.	.	.
110	.	276	53	4.76999998092651	353	53	38.6800003051758	48.7700004577637	117	372	320	75	7.46000003814697	342	60.8300018310547	46.5699996948242	56.5	130	407	364	73	16.6499996185303	426	60.8300018310547	57.0800018310547	56.5	44.0499992370605	53.5200004577637	58.2599983215332	50922	4110000	146.729995727539	0	2	50	57	68	2	2	2	4	2	1.6699999570847	1.6699999570847	1.3300000429153	50500	50500	.	0	2	3	53	0	1	2	0	0	0	0	1	1	0	1	1	0	0	0
122	382	293	61	10.4799995422363	371	53	51.8199996948242	51.3499984741211	117	415	320	71	15.6000003814697	389	60.8300018310547	62.3400001525879	61.6500015258789	.	.	.	.	.	.	56.9099998474121	57.0800018310547	61.6500015258789	53.5200004577637	62.9900016784668	59.439998626709	13033	7120088	102.26000213623	1	2	52	57	.	1	2	2	4	1.6699999570847	2.2200000286102	2.6700000762939	2.3299999237061	85715	85715	.	2	0	2	53	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0
78	388	293	80	8.82999992370605	353	45.1699981689453	49.189998626709	56.5	132	388	326	77	9.10999965667725	362	56.9099998474121	57.0800018310547	61.6500015258789	153	440	354	80	18.3700008392334	405	53	51.8199996948242	43.6199989318848	52.3400001525879	59.439998626709	48.7900009155273	71615	7834024	119.470001220703	0	3	54	60	72	6	1	1	4	2.6700000762939	2.4400000572205	2.6700000762939	2	95312	95312	.	3	1	1	45.1699981689453	2	1	0	1	7	3	1	1	1	1	1	0	1	1	1
82	393	305	81	8.36999988555908	371	60.8300018310547	49.189998626709	61.6500015258789	113	388	345	54	12.6800003051758	405	60.8300018310547	51.8199996948242	61.6500015258789	153	458	427	81	23.6499996185303	447	.	.	.	57.0699996948242	58.2599983215332	.	91806	6002118	51.5400009155273	0	1	58	65	77	3	2	2	5	1.3300000429153	1.6699999570847	2	1.6699999570847	20428	20428	.	0	5	0	60.8300018310547	1	5	0	.	.	.	0	1	0	1	1	0	.	.	.
117	388	354	81	10.9200000762939	405	56.9099998474121	41.310001373291	56.5	134	415	354	61	14.2399997711182	405	29.5200004577637	38.6800003051758	35.8899993896484	144	427	379	81	19.3299999237061	426	.	.	.	51.1599998474121	34.5900001525879	.	89122	7903043	72.0100021362305	1	1	52	58	70	1	1	1	4	3	2.6700000762939	2.3299999237061	2.6700000762939	41236	41236	.	0	0	0	56.9099998474121	3	1	6	.	.	.	0	0	0	1	1	1	.	.	.
129	388	314	77	10.5299997329712	308	56.9099998474121	49.189998626709	59.0800018310547	128	393	326	62	11.7600002288818	412	56.9099998474121	51.8199996948242	56.5	154	419	388	77	20.3099994659424	437	41.2599983215332	43.939998626709	38.4700012207031	54.7099990844727	54.7099990844727	40.5	19415	7865286	274.630004882812	0	2	50	56	68	1	2	2	4	1	1.5599999427795	2	1.6699999570847	16919	16919	.	2	1	1	56.9099998474121	0	2	0	4	6	2	1	1	1	0	1	0	1	1	1
64	350	293	29	4.73999977111816	342	53	54.4500007629395	33.3199996948242	98	332	293	48	4.84999990463257	308	60.8300018310547	62.3400001525879	46.2000007629395	114	403	374	32	15.1999998092651	405	.	.	.	46.4199981689453	55.8899993896484	.	19415	7865286	155.789993286133	1	2	49	55	67	2	2	2	4	1.3300000429153	2.1099998950958	3	2	57918	57918	.	2	0	9	53	1	0	5	.	.	.	1	0	1	1	0	1	.	.	.
